instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,fixation.started,fixation.stopped,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,COMP1,COMP2,COMP3,COMP4,COMP5,COMP6,TEST_FACE,ILLUMINANT_TEST,ILLUMINANT_LINEUP
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,102.0314,102.5314,102.5332,108.1479,[-0.4797706886574074],[0.21552734375],[1],[0],[0],[5.6155000000000115],0,23,23,74,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-004-N_ILL7_T75_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-001-N_ILL7_T75_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-016-HC_ILL7_T75_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-019-F_ILL7_T75_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-019-HC_ILL7_T75_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-031-F_ILL7_T75_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL7_T75.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,108.1486,108.6482,108.6502,113.181,[0.014659288194444444],[0.19794198495370371],[1],[0],[0],[4.531799999952312],0,24,24,59,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-017-F_ILL10_T60_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-021-006-HC_ILL10_T60_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-017-N_ILL10_T60_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-002-N_ILL10_T60_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-016-A_ILL10_T60_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-005-N_ILL10_T60_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-024-F_ILL10_T60.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,113.1816,113.6813,113.6832,117.88,[0.014659288194444444],[0.19794198495370371],[1],[0],[0],[4.19760000002384],0,25,25,34,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-003-003-N_ILL7_T35_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-004-HO_ILL7_T35_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-016-A_ILL7_T35_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-017-012-F_ILL7_T35_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-010-HC_ILL7_T35_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-035-F_ILL7_T35_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-029-N_ILL7_T35.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,117.8805,118.3806,118.3818,121.5644,[0.5309353298611111],[-0.2653754340277778],[1],[0],[0],[3.1830999999642415],0,26,26,15,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-028-025-HC_ILL10_T16_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-061-HC_ILL10_T16_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-016-024-F_ILL10_T16_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-009-HC_ILL10_T16_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-021-HC_ILL10_T16_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-019-035-HO_ILL10_T16_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-020-HO_ILL10_T16.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,121.565,122.0647,122.0663,125.0809,[-0.04327256944444444],[-0.27863136574074077],[1],[0],[0],[3.0151999999880985],0,27,27,92,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-023-003-N_ILL10_T93_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-026-HO_ILL10_T93_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-019-HO_ILL10_T93_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-030-031-HC_ILL10_T93_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-001-016-A_ILL10_T93_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-001-003-N_ILL10_T93_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-007-HC_ILL10_T93.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,125.0811,125.5815,125.5834,127.9809,[-0.00847800925925926],[0.23118851273148147],[1],[0],[0],[2.398300000011915],0,28,28,35,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-016-003-HO_ILL10_T36_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-019-HC_ILL10_T36_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-025-019-N_ILL10_T36_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-026-HO_ILL10_T36_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-015-014-A_ILL10_T36_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-029-023-HC_ILL10_T36_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-015-027-F_ILL10_T36.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,127.9815,128.4812,128.4831,130.6144,[0.02749927662037037],[-0.22668909143518517],[1],[0],[0],[2.132000000000005],0,29,29,50,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-007-HC_ILL10_T51_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-019-013-A_ILL10_T51_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-025-022-F_ILL10_T51_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-015-N_ILL10_T51_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-001-N_ILL10_T51_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-014-A_ILL10_T51_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-053-F_ILL7_T51.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,130.6152,131.1136,131.1155,136.031,[0.037731481481481484],[0.2673140914351852],[1],[0],[0],[4.9163000000119155],0,30,30,110,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-005-HO_ILL10_T111_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-006-N_ILL10_T111_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-001-016-A_ILL10_T111_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-020-012-A_ILL10_T111_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-012-A_ILL10_T111_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-002-N_ILL10_T111_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-012-A_ILL10_T111.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,136.0316,136.5311,136.5329,138.6799,[0.5202763310185186],[-0.30771122685185187],[1],[0],[0],[2.147999999999996],0,31,31,111,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-006-HC_ILL9_T112_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-035-028-F_ILL9_T112_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-007-HC_ILL9_T112_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-019-F_ILL9_T112_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-019-A_ILL9_T112_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-005-HO_ILL9_T112_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-014-A_ILL9_T112.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,138.6805,139.1806,139.1825,143.5477,[0.0248046875],[0.23010706018518517],[1],[0],[0],[4.3659999999999854],0,32,32,1,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-033-002-N_ILL10_T2_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-021-016-HO_ILL10_T2_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-006-019-A_ILL10_T2_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-033-A_ILL10_T2_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-009-004-HO_ILL10_T2_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-028-F_ILL10_T2_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-021-018-A_ILL7_T2.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,143.5484,144.0467,144.0494,148.3142,[0.5349934895833334],[-0.26697771990740743],[1],[0],[0],[4.265500000000003],0,33,33,72,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-053-F_ILL9_T73_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-017-A_ILL9_T73_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-022-012-F_ILL9_T73_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-014-004-HO_ILL9_T73_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-028-005-HC_ILL9_T73_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-020-F_ILL9_T73_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-007-HO_ILL9_T73.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,148.3148,148.8134,148.8147,151.7474,[0.022504340277777778],[0.2500904224537037],[1],[0],[0],[2.933100000023842],0,34,34,24,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-026-001-N_ILL9_T25_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-020-003-HO_ILL9_T25_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-011-011-A_ILL9_T25_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-007-HC_ILL9_T25_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-023-HO_ILL9_T25_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-028-007-HO_ILL9_T25_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-011-006-HC_ILL9_T25.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,151.7479,152.2474,152.2487,155.8473,[0.5277524594907408],[-0.2541449652777778],[1],[0],[0],[3.5989999999999895],0,35,35,2,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-031-038-HC_ILL10_T3_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-012-015-A_ILL10_T3_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-025-HC_ILL10_T3_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-002-N_ILL10_T3_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-002-007-HO_ILL10_T3_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-053-F_ILL10_T3_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-023-HO_ILL10_T3.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,155.848,156.3477,156.3513,158.8811,[0.5277524594907408],[-0.2541449652777778],[1],[0],[0],[2.5319999999999823],0,36,36,103,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-005-HC_ILL7_T104_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-013-009-HC_ILL7_T104_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-010-004-N_ILL7_T104_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-003-HO_ILL7_T104_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-024-031-F_ILL7_T104_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-022-014-F_ILL7_T104_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-010-013-F_ILL7_T104.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,158.8817,159.3811,159.383,163.0141,[0.5156792534722222],[-0.2809714988425926],[1],[0],[0],[3.631899999976156],0,37,37,18,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-002-004-N_ILL10_T19_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-025-006-HO_ILL10_T19_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-004-HC_ILL10_T19_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-040-F_ILL10_T19_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-003-014-A_ILL10_T19_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-016-017-HC_ILL10_T19_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-036-030-HC_ILL9_T19.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,163.0148,163.5143,163.5162,168.081,[-0.04684606481481481],[0.25610170717592595],[1],[0],[0],[4.565399999976165],0,38,38,99,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-009-004-HO_ILL10_T100_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-003-007-HC_ILL10_T100_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-016-A_ILL10_T100_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-013-009-HC_ILL10_T100_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-018-018-HO_ILL10_T100_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-029-002-N_ILL10_T100_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-037-034-HC_ILL7_T100.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,168.0817,168.5809,168.5827,174.014,[-0.04684606481481481],[0.25610170717592595],[1],[0],[0],[5.431999999999988],0,39,39,45,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-034-035-HO_ILL10_T46_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-001-011-HO_ILL10_T46_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-034-027-F_ILL10_T46_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-035-032-N_ILL10_T46_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-041-021-N_ILL10_T46_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-032-008-HC_ILL10_T46_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-041-023-HC_ILL10_T46.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,174.0146,174.5142,174.5164,178.0473,[0.5208514178240741],[0.23821252893518519],[1],[0],[0],[3.5317000000476924],0,40,40,46,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-006-006-HO_ILL10_T47_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-034-006-N_ILL10_T47_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-010-006-HO_ILL10_T47_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-011-A_ILL10_T47_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-009-HC_ILL10_T47_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-027-021-HO_ILL10_T47_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-045-F_ILL9_T47.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,178.0478,178.5476,178.5495,182.1809,[0.49778645833333335],[0.21936487268518517],[1],[0],[0],[3.632100000023854],0,41,41,53,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-005-HO_ILL7_T54_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-032-001-N_ILL7_T54_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-033-006-HC_ILL7_T54_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-002-009-N_ILL7_T54_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-016-001-N_ILL7_T54_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-039-008-HO_ILL7_T54_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-016-008-A_ILL7_T54.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,182.1819,182.6808,182.6837,185.4807,[0.5307508680555556],[-0.2345703125],[1],[0],[0],[2.7973999999761645],0,42,42,70,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-013-006-HO_ILL10_T71_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-037-034-HO_ILL10_T71_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-004-HO_ILL10_T71_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-003-N_ILL10_T71_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-032-021-F_ILL10_T71_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-022-N_ILL10_T71_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-007-A_ILL9_T71.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,185.4812,185.9809,185.9831,188.4806,[0.4976490162037037],[-0.24014756944444443],[1],[0],[0],[2.498500000000007],0,43,43,0,1,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-031-027-N_ILL10_T1_C5.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-006-002-N_ILL10_T1_C4.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-011-A_ILL10_T1_C6.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-007-003-HO_ILL10_T1_C1.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-014-023-F_ILL10_T1_C3.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-012-004-HC_ILL10_T1_C2.png,./IMAGES_ONLINE_EXPERIMENT/FEMALE_CFD-WF-008-003-HO_ILL10_T1.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,188.4811,188.9808,188.983,192.8144,[0.03398799189814815],[-0.2894350405092593],[1],[0],[0],[3.8324000000357614],0,44,44,28,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-003-008-A_ILL7_T29_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-011-003-HO_ILL7_T29_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-033-F_ILL7_T29_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-009-006-HC_ILL7_T29_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-034-027-F_ILL7_T29_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-039-004-HC_ILL7_T29_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-040-025-HC_ILL7_T29.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,192.8151,193.3142,193.3162,198.6465,[-0.5042607060185185],[-0.2622287326388889],[1],[0],[0],[5.331199999988087],0,45,45,9,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-015-023-F_ILL9_T10_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-017-019-F_ILL9_T10_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-005-HC_ILL9_T10_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-010-020-F_ILL9_T10_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-034-030-N_ILL9_T10_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-024-010-A_ILL9_T10_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-002-N_ILL9_T10.png,,
,,,,,213523,001,2026-03-18_10h48.28.775,RUN_BETA,2026.1.0,MacIntel,59.52380952,198.6471,199.1475,199.1493,202.2474,[0.5088360821759259],[-0.2639359085648148],[1],[0],[0],[3.098700000047671],0,46,46,6,1,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-016-008-A_ILL10_T7_C5.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-023-004-HO_ILL10_T7_C6.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-038-007-HC_ILL10_T7_C1.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-014-002-N_ILL10_T7_C3.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-018-007-A_ILL10_T7_C2.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-041-021-N_ILL10_T7_C4.png,./IMAGES_ONLINE_EXPERIMENT/MALES_CFD-WM-023-001-N_ILL10_T7.png,,
